datetime|eventid|iyear|imonth|iday|approxdate|extended|resolution|country|country_txt|region|region_txt|provstate|city|latitude|longitude|specificity|vicinity|location|summary|crit1|crit2|crit3|doubtterr|alternative|alternative_txt|multiple|success|suicide|attacktype1|attacktype1_txt|attacktype2|attacktype2_txt|attacktype3|attacktype3_txt|targtype1|targtype1_txt|targsubtype1|targsubtype1_txt|corp1|target1|natlty1|natlty1_txt|targtype2|targtype2_txt|targsubtype2|targsubtype2_txt|corp2|target2|natlty2|natlty2_txt|targtype3|targtype3_txt|targsubtype3|targsubtype3_txt|corp3|target3|natlty3|natlty3_txt|gname|gsubname|gname2|gsubname2|gname3|gsubname3|motive|guncertain1|guncertain2|guncertain3|nperps|nperpcap|claimed|claimmode|claimmode_txt|claim2|claimmode2|claimmode2_txt|claim3|claimmode3|claimmode3_txt|compclaim|weaptype1|weaptype1_txt|weapsubtype1|weapsubtype1_txt|weaptype2|weaptype2_txt|weapsubtype2|weapsubtype2_txt|weaptype3|weaptype3_txt|weapsubtype3|weapsubtype3_txt|weaptype4|weaptype4_txt|weapsubtype4|weapsubtype4_txt|weapdetail|nkill|nkillus|nkillter|nwound|nwoundus|nwoundte|property|propextent|propextent_txt|propvalue|propcomment|ishostkid|nhostkid|nhostkidus|nhours|ndays|divert|kidhijcountry|ransom|ransomamt|ransomamtus|ransompaid|ransompaidus|ransomnote|hostkidoutcome|hostkidoutcome_txt|nreleased|addnotes|scite1|scite2|scite3|dbsource|int_log|int_ideo|int_misc|int_any
1970-02-21|197002210002|1970|2|21||0||199|Switzerland|8|Western Europe||Zurich|47.368650|8.539182|1|0|||1|1|1|-9||.|0|1|0|3|Bombing/Explosion||.||.|6|Airports & Aircraft|42|Aircraft (not at an airport)||Swiss Air DC-9|199|Switzerland||.||.||||.||.||.||||.|Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)|||||||0|||||||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Explosive|47|||0|||1|2|Major (likely > $1 million but < $1 billion)|3000000||0|||||||0|||||||.||||||PGIS|1|1|0|1
1970-02-21|197002210003|1970|2|21||0||217|United States|1|North America|New York (U.S. State)|New York City|40.714550|-74.007124|1|0|Manhattan|2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.|1|1|1|0||.|-9|1|0|7|Facility/Infrastructure Attack||.||.|3|Police|22|Police Buildings (Headquarters/Stations/School)|Police Station|Charles Street Police Station|217|United States||.||.||||.||.||.||||.|Left-Wing Militants|||||||1|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Thrown Gasoline Bomb|0|0|0|0|0|0|0||.|||0|||||||0|||||||.||It was suspected that this attack might have been related to 197002210004, 197002210005, and 197002200002.  However, the Weathermen only claimed credit for 197002210005 in a letter to the New York Times, and did not mention participation in any other attacks on February 21.|Emanuel Perlmutter, Justice Murtagh's Home Target of 3 Fire Bombs, New York Times, February 22, 1970.|Bombs Are Exploded at Home of N.Y. Panther Trial Judge, New York Times, February 21, 1970.||Hewitt Project|-9|-9|0|-9
1970-02-21|197002210004|1970|2|21||0||217|United States|1|North America|New York (U.S. State)|New York City|40.650000|-73.950000|1|0|Brooklyn|2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.|1|1|1|0||.|-9|1|0|7|Facility/Infrastructure Attack||.||.|4|Military|28|Military Recruiting Station/Academy|Military Recruiting Stations|Army Recruiting Booth and Navy Recruiting Booth|217|United States||.||.||||.||.||.||||.|Left-Wing Militants|||||||1|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Thrown Gasoline Bomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||The booths were scorched|0|||||||0|||||||.||It was suspected that this attack might have been related to 197002210003, 197002210005, and 197002200002.  However, the Weathermen only claimed credit for 197002210005 in a letter to the New York Times, and did not mention participation in any other attacks on February 21.|Emanuel Perlmutter, Justice Murtagh's Home Target of 3 Fire Bombs, New York Times, February 22, 1970.|Bombs Are Exploded at Home of N.Y. Panther Trial Judge, New York Times, February 21, 1970.||Hewitt Project|-9|-9|0|-9
1970-02-21|197002210005|1970|2|21||0||217|United States|1|North America|New York (U.S. State)|New York City|40.714550|-74.007124|1|0|Manhattan|2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.|1|1|1|0||.|-9|1|0|3|Bombing/Explosion||.||.|14|Private Citizens & Property|68|Named Civilians||Judge John Murtagh and family|217|United States||.||.||||.||.||.||||.|Weather Underground, Weathermen||||||Protest Vietnam War and show support for Black Panthers.|0|||4|-99|1|1|Letter|||.|||.||6|Explosives/Bombs/Dynamite|14|Time Fuse||.||.||.||.||.||.|Gasoline in bottles detonated by firecrackers|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Brick wall was partially scorched and several panes in a window were damaged.|0|||||||0|||||||.||It was suspected that this attack might have been related to 197002210003, 197002210004, and 197002200002.  However, the Weathermen only claimed credit for this attack in a letter to the New York Times, and did not mention participation in any other attacks on February 21. Written in front of the house was graffiti stating Free Panther 21 and Vietcong Have Won. The bombs were placed on the front doorway, next to a window, and under the Murtagh's car.  Murtagh and his family were placed in the protection of the police as a result of the attack.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Emanuel Perlmutter, Justice Murtagh's Home Target of 3 Fire Bombs, New York Times, February 22, 1970.|Bernardine Dohrn, An End to Violence? New York Times, January 19, 1971.|Hewitt Project|0|0|0|0
1970-02-21|197002210006|1970|2|21||0||217|United States|1|North America|Colorado (U.S. State)|Denver|39.740010|-104.992259|1|0||2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|14|Private Citizens & Property|68|Named Civilians||James C. Perrill|217|United States||.||.||||.||.||.||||.|Black Nationalists||||||Protest anti-integrationists of the Denver City Schools.|0|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Firebomb tossed into home|0|0|0|0|0|0|-9|4|Unknown||It is unknown if the firebomb caused any damage|0|||||||0|||||||.||This is one of many attacks in Denver resulting from school integration.  Other incidents include 197002060001 and 197002240002.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Anthony Ripley, Colorado Weighs Blast Controls, New York Times, March 9, 1970.||Hewitt Project|-9|-9|0|-9
1970-02-22|197002220001|1970|2|22||0||217|United States|1|North America|New York (U.S. State)|Ithaca|42.440495|-76.495454|1|0|Cornell University|2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|8|Educational Institution|49|Schools/Universities/Educational Buildings|Black Women's Collective, Cornell University|Dormitory housing Black Women's Collective|217|United States||.||.||||.||.||.||||.|White Extremists||||||To intimidate the African American community at Cornell University|0|||-99|0|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Kerosene flare pots|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Car sustained minor damages and a broken window|0|||||||0|||||||.||This attack occurred amidst heightened racial tensions at Cornell University.  A year earlier, unknown perpetrator burnt a cross in front of the Wari House dormitory.  Five weeks after the attack the Africana Studies and Research Center on campus was firebombed (197004010002).|Flare Pot Hurled at Cornell House, New York Times, February 23, 1970.|Richard Phalon, Fire Destroys the Black Studies Center at Cornell, New York Times, April 2, 1970.|Michael T. Kaufman, Court Enjoins Violence at Cornell; Curfew Set, New York Times, April 10, 1970.|Hewitt Project|-9|-9|0|-9
1970-02-22|197002220002|1970|2|22||0||217|United States|1|North America|Wisconsin (U.S. State)|Prairie du Sac|43.292945|-89.722819|1|0||2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.|1|1|1|0||.|0|0|0|3|Bombing/Explosion||.||.|21|Utilities|107|Electricity|Wisconsin Power and Light Company|Wisconsin Power and Light Company substation, Prairie du Sac|217|United States||.||.||||.||.||.||||.|New Year's Gang||||||To sabotage the Badger Ammunition Plant|0|||1|1|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Thirteen sticks of dynamite attached to a battery operated device|0|0|0|0|0|0|0||.|||0|||||||0|||||||.||The New Years Gang attempted to bomb the Wisconsin Ammunition Plant weeks earlier. (197001050001)  Karl Armstrong would be captured after participating in the deadly bombing of Sterling Hall at the University of Wisconsin on August 24, 1970.  (197008240001)|Tom Bates, Rads: The 1970 Bombing of the Army Math Research Center at the University of Wisconsin and Its Aftermath, HarperCollinsPublishing, 1992.|David Newman, Sandra Sutherland, and Jon Stewart, The Madison Bomb Story: The Death the FBI Saw, Heard and Won't Talk About, Mother Jones, February-March, 1979.|The Wisconsin Cartographers' Guild, Wisconsin's Past and Present: A Historical Atlas, The University of Wisconsin Press, 2002.|Hewitt Project|0|0|0|0
1970-02-23|197002230001|1970|2|23||0||217|United States|1|North America|Nebraska (U.S. State)|South Sioux City|42.470310|-96.413949|1|0|Sioux City/Dakota City area|2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.|1|1|1|0||.|1|1|0|3|Bombing/Explosion||.||.|21|Utilities|107|Electricity||Power Transmission Pole in the Dakota City/Sioux City area|217|United States||.||.||||.||.||.||||.|Strikers||||||The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|0||.||None of the poles broke off|0|||||||0|||||||.||Part of a multiple attack with 197002230002, 197002230003, and 197002230004.  This incident might be linked with other attacks in the South Sioux City Nebraska area (197001220002,197001300001, and 197001300002).|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-23|197002230002|1970|2|23||0||217|United States|1|North America|Nebraska (U.S. State)|South Sioux City|42.470310|-96.413949|1|0|Sioux City/Dakota City area|2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.|1|1|1|0||.|1|1|0|3|Bombing/Explosion||.||.|21|Utilities|107|Electricity||Power Transmission Pole in the Dakota City/Sioux City area|217|United States||.||.||||.||.||.||||.|Strikers||||||The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|0||.||None of the poles broke off|0|||||||0|||||||.||Part of a multiple attack with 197002230001, 197002230003, and 197002230004.  This incident might be linked with other attacks in the South Sioux City Nebraska area (197001220002, 197001300001, and 197001300002).|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-23|197002230003|1970|2|23||0||217|United States|1|North America|Nebraska (U.S. State)|South Sioux City|42.470310|-96.413949|1|0|Sioux City/Dakota City area|2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.|1|1|1|0||.|1|1|0|3|Bombing/Explosion||.||.|21|Utilities|107|Electricity||Power Transmission Pole in the Dakota City/Sioux City area|217|United States||.||.||||.||.||.||||.|Strikers||||||The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|0||.||None of the poles broke off|0|||||||0|||||||.||Part of a multiple attack with 197002230002, 197002230001, and 197002230004  This incident might be linked with other attacks in the South Sioux City Nebraska area (197001220002, 197001300001, and 197001300002).|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-23|197002230004|1970|2|23||0||217|United States|1|North America|Nebraska (U.S. State)|South Sioux City|42.470310|-96.413949|1|0|Sioux City/Dakota City area|2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.|1|1|1|0||.|1|1|0|3|Bombing/Explosion||.||.|21|Utilities|107|Electricity||Power Transmission Pole in the Dakota City/Sioux City area|217|United States||.||.||||.||.||.||||.|Strikers||||||The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|0||.||None of the poles broke off|0|||||||0|||||||.||Part of a multiple attack with 197002230002, 197002230003, and 197002230001.  This incident might be linked with other attacks in the South Sioux City Nebraska area (197001220002, 197001300001, and 197001300002).|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-23|197002230005|1970|2|23||0||217|United States|1|North America|Arizona (U.S. State)|Tucson|32.221553|-110.969754|1|0|Sidewalk in front of building|2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|4|Military|27|Military Barracks/Base/Headquarters/Check Post|Selective Service|Selective Service Headquarters, Tucson Arizona.|217|United States||.||.||||.||.||.||||.|Left-Wing Militants||||||Protest the draft.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||All of the windows of the buildings were broken|0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Steven V. Roberts, Bombings on Rise Over the Nation, New York Times, March 13, 1970.||Hewitt Project|-9|-9|0|-9
1970-02-24|197002240002|1970|2|24||0||217|United States|1|North America|Colorado (U.S. State)|Denver|39.740010|-104.992259|1|0|Porch in front of house|2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|14|Private Citizens & Property|68|Named Civilians||Wilfred Keyes|217|United States||.||.||||.||.||.||||.|White Extremists||||||Protest the desegregation of Denver City Schools.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite Pipe Bomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Front porch was destroyed and windows in the house were shattered|0|||||||0|||||||.||This is one of many attacks in Denver resulting from school integration.  Other incidents include 197002060001 and 197002210006.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Anna Alejo, Alejo: Keys to Success, Rocky Mountain News, January 28, 2006.|James Brooke, Court Says Denver Can End Forced Busing, New York Times, September 17, 1995.|Hewitt Project|-9|-9|0|-9
1970-02-24|197002240003|1970|2|24||0||217|United States|1|North America|Illinois (U.S. State)|Champaign|40.114200|-88.243499|1|0|University of Illinois|2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|4|Military|28|Military Recruiting Station/Academy|R.O.T.C.|R.O.T.C., University of Illinois|217|United States||.||.||||.||.||.||||.|Student Radicals||||||Protest secret government research at the University of Illinois and the R.O.T.C. program.|0|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Molotov cocktail thrown through the window of the Armory|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|2000||0|||||||0|||||||.||The attack occurred a day after the Illiac project was approved by the University. Of Illinois  The project brought a high powered computer to campus that would be used mostly for government research.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Patrick D. Kennedy, Reactions Against the Vietnam War and Military-Related Targets on Campus: The University of Illinois as a Case Study, 1965-1972, Illinois Historical Journal, 1991.|Christopher Hewitt, Political Violence and Terrorism in Modern America: A Chronology, Praeger Security International, 2005.|Hewitt Project|-9|-9|0|-9
1970-02-27|197002270001|1970|2|27||0||217|United States|1|North America|Colorado (U.S. State)|Boulder|40.015740|-105.279239|1|0|University of Colorado|2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|8|Educational Institution|49|Schools/Universities/Educational Buildings|University of Colorado|Institute of Behavioral Sciences|217|United States||.||.||||.||.||.||||.|Student Radicals||||||Protesting scholarship money that was set aside for minorities but had yet to be awarded|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Explosive device|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|||0|||||||0|||||||.||This attack occurred the week before first lady Pat Nixon planned on visiting the University of Colorado.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Marie Smith, Heavy Security Highlights Pat's Colorado Visit, Washington Post, March 5, 1970.|Anthony Ripley, Colorado Weighs Blast Controls, New York Times, March 9, 1970.|Hewitt Project|-9|-9|0|-9
1970-02-28|197002280001|1970|2|28||0||102|Jordan|10|Middle East & North Africa||Hebron||||0|||1|1|1|-9||.|0|1|0|2|Armed Assault||.||.|18|Tourists|96|Tour Bus/Van||Tourist Bus|102|Jordan||.||.||||.||.||.||||.|Unknown|||||||0|||||||.|||.|||.||5|Firearms|2|Automatic Weapon||.||.||.||.||.||.|Automatic firearm|||||||1|4|Unknown|||0|||||||0|||||||.||||||PGIS|-9|-9|0|-9
1970-03-01|197003010001|1970|3|1||0||98|Italy|8|Western Europe||Rome|41.890520|12.494249|1|0|||1|1|1|-9||.|0|0|0|3|Bombing/Explosion||.||.|6|Airports & Aircraft|42|Aircraft (not at an airport)||Ethopian Airliner|65|Ethiopia||.||.||||.||.||.||||.|Eritrean Liberation Front|||||||0|||||||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Explosive|0|||0|||1||.|||0|||||||0|||||||.||||||PGIS|1|0|1|1
1970-03-01|197003010005|1970|3|1||0||217|United States|1|North America|Colorado (U.S. State)|Boulder|40.015740|-105.279239|1|0|University of Colorado|3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|4|Military|28|Military Recruiting Station/Academy|R.O.T.C.|Air Force R.O.T.C. at University of Colorado|217|United States||.||.||||.||.||.||||.|Student Radicals||||||Protest the Vietnam War and the R.O.T.C.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Explosive device made with 5-gallon can of gasoline|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|2000|Door destroyed and walls damaged|0|||||||0|||||||.||The perpetrators painted signs on nearby the building saying Imperialism Burns and Vietnam Napalm R.O.T.C.. This attack occurred the week before first lady Pat Nixon planned on visiting the University of Colorado.  The incident also occurred on the same day as 197003010006 and 197003010007.  No records of the R.O.T.C. were destroyed in the attack.  This incident might also be related to the minority fees issue like 197002270001.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Colorado R.O.T.C. Blast Attributed to Arsonists, Washington Post, March 3, 1970.|Robert W. Patterson, Crime & the American Response, Facts on File, 1973|Hewitt Project|-9|-9|0|-9
1970-03-01|197003010006|1970|3|1||0||217|United States|1|North America|Colorado (U.S. State)|Colorado Springs|38.833450|-104.821814|1|0||3/1/1970: Unknown perpetrators firebombed the headquarters of the Selective Service in Colorado Springs, Colorado, United States.  There were no casualties but the building sustained moderate damages.|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|4|Military|27|Military Barracks/Base/Headquarters/Check Post|Selective Service|Selective Service Headquarters, Colorado Springs|217|United States||.||.||||.||.||.||||.|Left-Wing Militants||||||Protest the War in Vietnam and sabotage the draft|0|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Firebomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Moderate damage to building|0|||||||0|||||||.||The incident occurred on the same day as 197003010005.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Colorado R.O.T.C. Blast Attributed to Arsonists, Washington Post, March 3, 1970.|Steven V. Roberts, Bombings on Rise Over the Nation, New York Times, March 13, 1970.|Hewitt Project|-9|-9|0|-9
1970-03-01|197003010007|1970|3|1||0||217|United States|1|North America|Colorado (U.S. State)|Boulder|40.015740|-105.279239|1|0|University of Colorado|3/1/1970: In a series of two incidents that were possibly related, unknown perpetrators firebombed a University of Colorado campus police vehicle in Boulder, Colorado, United States.  There were no casualties but the car was damaged.|1|1|1|0||.|-9|1|0|7|Facility/Infrastructure Attack||.||.|3|Police|23|Police Patrol (including vehicles and convoys)|University of Colorado Police|Police Car|217|United States||.||.||||.||.||.||||.|Student Radicals|||||||0|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Firebomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|||0|||||||0|||||||.||This incident might be part of a multiple attack with 197003010008. This attack occurred the week before first lady Pat Nixon planned on visiting the University of Colorado.  This attack occurred the same day as 197003010005.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Anthony Ripley, Colorado Weighs Blast Controls, New York Times, March 9, 1970.|Nan Robertson, The First Lady Visits Projects in Restive Boulder, New York Times, March 5, 1970.|Hewitt Project|-9|-9|0|-9
1970-03-01|197003010008|1970|3|1||0||217|United States|1|North America|Colorado (U.S. State)|Boulder|40.015740|-105.279239|1|0||3/2/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a city police car in Boulder, Colorado, United States.  There were no casualties but the car was damaged.|1|1|1|0||.|-9|1|0|3|Bombing/Explosion||.||.|3|Police|23|Police Patrol (including vehicles and convoys)|Boulder Police Department|Police Car|217|United States||.||.||||.||.||.||||.|Left-Wing Militants|||||||0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|||0|||||||0|||||||.||This incident might be part of a multiple attack with 197003010007.  This attack occurred the week before first lady Pat Nixon planned on visiting the University of Colorado.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Anthony Ripley, Colorado Weighs Blast Controls, New York Times, March 9, 1970.|Nan Robertson, The First Lady Visits Projects in Restive Boulder, New York Times, March 5, 1970.|Hewitt Project|-9|-9|0|-9
1970-03-02|197003020001|1970|3|2||0||217|United States|1|North America|Ohio (U.S. State)|Cleveland|41.504365|-81.690459|1|0|West side of Cleveland|3/2/1970: Unknown perpetrators threw a Molotov cocktail into the house of Frank Schaeffer, the president of the Cleveland Fraternal Order of Police, in Cleveland, Ohio, United States.  There were no casualties but the fire caused an estimated $200 in damages.  Schaeffer had recently defended the actions of Cleveland Police Officers during the 1968 racial disorders.|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|14|Private Citizens & Property|68|Named Civilians||Frank Schaeffer|217|United States|3|Police|25|Police Security Forces/Officers|Fraternal Order of Police|Fraternal Order of Police, Cleveland Ohio|217|United States||.||.||||.|Black Nationalists||||||To protest Frank Schaeffer's defense of the Cleveland Police Deparment during the 1968 Glenville racial riots|0|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Molotov cocktail|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|200|Carpeting and two chairs were damaged|0|||||||0|||||||.|||Home of Police Officer Bombed, Toledo Blade, March 2, 1970.|Christopher Hewitt, Political Violence and Terrorism in Modern America: A Chronology, Praeger Security International, 2005.||Hewitt Project|-9|-9|0|-9
1970-03-03|197003030001|1970|3|3||0||185|Spain|8|Western Europe||Unknown|||5|0|||1|1|1|-9||.|0|0|0|6|Hostage Taking (Kidnapping)||.||.|2|Government (General)|15|Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies|Spanish Govt.|Garrigues, permanent spanish delegaet to Unesco|185|Spain||.||.||||.||.||.||||.|1st of May Group|||||||0|||3||||.|||.|||.||13|Unknown||.||.||.||.||.||.||.||0|||0|||0||.|||1|1|0||||Spain|1|0||||||.||||||PGIS|0|1|0|1
